property_id,property_name_en,criteria_txt,source_text,source_region,target_region,exchange_type,confidence,review_status,notes
1142,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,(ii)(iii)(iv)(vi),"Set in the dense forests of the Kii Mountains overlooking the Pacific Ocean, three sacred sites – Yoshino and Omine, Kumano Sanzan, Koyasan – linked by pilgrimage routes to the ancient capital cities of Nara and Kyoto, reflect the fusion of Shinto, rooted in the ancient tradition of nature worship in Japan, and Buddhism, which was introduced from China and t",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
602,Historic Centre of Bukhara,(ii)(iv)(vi),"Bukhara, which is situated on the Silk Route, is more than 2,000 years old. It is the most complete example of a medieval city in Central Asia, with an urban fabric that has remained largely intact. Monuments of particular interest include the famous tomb of Ismail Samani, a masterpiece of 10th-century Muslim architecture, and a large number of 17th-century ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
384,Old Town of Cáceres,(iii)(iv),"The city's history of battles between Moors and Christians is reflected in its architecture, which is a blend of Roman, Islamic, Northern Gothic and Italian Renaissance styles. Of the 30 or so towers from the Muslim period, the Torre del Bujaco is the most famous.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
198,Cahokia Mounds State Historic Site,(iii)(iv),"Cahokia Mounds, some 13 km north-east of St Louis, Missouri, is the largest pre-Columbian settlement north of Mexico. It was occupied primarily during the Mississippian period (800–1400), when it covered nearly 1,600 ha and included some 120 mounds. It is a striking example of a complex chiefdom society, with many satellite mound centres and numerous outlyin",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
387,St Kilda,(iii)(v)(vii)(ix)(x),"This volcanic archipelago, with its spectacular landscapes, is situated off the coast of the Hebrides and comprises the islands of Hirta, Dun, Soay and Boreray. It has some of the highest cliffs in Europe, which have large colonies of rare and endangered species of birds, especially puffins and gannets. The archipelago, uninhabited since 1930, bears the evid",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
22,Ancient City of Bosra,(i)(iii)(vi),"Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
911,Mount Wuyi,(iii)(vi)(vii)(x),"Mount Wuyi is the most outstanding area for biodiversity conservation in south-east China and a refuge for a large number of ancient, relict species, many of them endemic to China. The serene beauty of the dramatic gorges of the Nine Bend River, with its numerous temples and monasteries, many now in ruins, provided the setting for the development and spread ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
933,The Loire Valley between Sully-sur-Loire and Chalonnes,(i)(ii)(iv),"The Loire Valley is an outstanding cultural landscape of great beauty, containing historic towns and villages, great architectural monuments (the châteaux), and cultivated lands formed by many centuries of interaction between their population and the physical environment, primarily the river Loire itself.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
708,Historical Monuments of Mtskheta,(iii)(iv),"The historic churches of Mtskheta, former capital of Georgia, are outstanding examples of medieval religious architecture in the Caucasus. They show the high artistic and cultural level attained by this ancient kingdom.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
356,Historic Areas of Istanbul,(i)(ii)(iii)(iv),"With its strategic location on the Bosphorus peninsula between the Balkans and Anatolia, the Black Sea and the Mediterranean, Istanbul has been associated with major political, religious and artistic events for more than 2,000 years. Its masterpieces include the ancient Hippodrome of Constantine, the 6th-century Hagia Sophia and the 16th-century Süleymaniye ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
23,Site of Palmyra,(i)(ii)(iv),"An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions ",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
1078,Jewish Quarter and St Procopius' Basilica in Třebíč,(ii)(iii),"The ensemble of the Jewish Quarter, the old Jewish cemetery and the Basilica of St Procopius in Třebíč are reminders of the co-existence of Jewish and Christian cultures from the Middle Ages to the 20th century. The Jewish Quarter bears outstanding testimony to the different aspects of the life of this community. St Procopius' Basilica, built as part of the ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
